N,P,K,pH,EC,OC,B,Zn,Fe,Mn,Cu,S,Crop
219,109,304,7.42,0.16,0.68,0.51,1.03,1.58,3,0.51,61,Rice
96,56,525,8.52,0.26,0.39,6.08,0.963,7.698,6.994,0.51,60,Rice
103,16,592,8.06,0.1,0.94,0.54,0.72,2.19,6.28,0.51,60,Jawar
238,33,156,5.6,0.84,1.29,2,0.56,6.38,15.97,0.51,57,Rice
276,11,546,8.18,1.11,0.25,9.72,0.61,2.61,9.564,0.51,48,Jawar
153,54,216,8.25,0.18,0.6,0.94,0.55,5.67,1.51,0.51,42,Rice
149,13,216,8.1,0.25,0.53,0.63,0.78,0.46,6.2,0.51,41,Jawar
196,15,408,7.98,0.2,0.27,2.97,1.71,2.69,19.06,0.51,40,Jawar
210,74,714,7.64,0.31,0.42,1.08,2.7,2.69,19.059,0.51,34,Rice
265,33,336,8.3,0.65,0.58,9.72,0.54,5.16,3.87,0.51,32,Rice
136,18,576,7.89,0.86,0.34,7.56,0.56,5.32,3.25,0.51,32,Jawar
182,36,498,8.24,0.23,0.5,1.24,0.74,2.88,9.56,0.51,29,Rice
153,44,648,8.05,0.31,0.83,0.81,1.76,2.78,7.2,0.51,24,Rice
167,54,474,8.28,0.15,0.56,2.2,0.74,1.76,8.94,0.51,23,Rice
175,45,438,7.92,0.3,0.41,1.58,0.73,0.52,5.02,0.51,20,Rice
189,24,450,7.45,0.92,0.61,6.75,0.24,3.42,14.302,0.51,19,Rice
263,35,528,7.98,0.77,0.42,2.43,0.98,2.12,6.61,0.51,19,Rice
135,18,354,8.17,0.42,0.32,0.64,7.24,0.85,15.04,0.51,14,Jawar
125,33,253,7.48,0.36,0.83,1.14,0.642,8.892,21.97,0.51,9,Rice
138,12,298,7.28,0.56,0.33,6.84,0.778,13.11,3.338,0.504,30,Jawar
101,18,428,7.36,0.06,0.32,0.86,0.84,4.95,15.08,0.504,19,Jawar
113,15,231,8.79,0.39,0.69,1.43,0.386,1.358,22.88,0.504,14,Jawar
63,77,483,7.98,0.49,0.29,6.08,0.64,1.486,8.478,0.502,79,Cotton
115,89,274,7.6,0.24,0.65,0.16,3.076,13.73,0.73,0.502,64,Rice
113,31,476,7.21,0.92,0.35,6.84,1.924,18.02,16.27,0.5,72,Rice
196,20,460,7.73,0.56,0.11,2.97,0.34,3.81,9.645,0.5,56,Rice
189,20,460,7.4,0.45,0.64,6.75,0.25,3.54,0.92,0.5,53,Rice
187,39,348,7,0.81,0.81,2.43,0.25,1.58,7.25,0.5,42,Rice
125,23,217,7.79,0.19,0.45,7.22,1.836,2.43,16.89,0.5,38,Rice
17,49,184,7.8,0.28,0.3,0.94,0.13,7.71,4.81,0.5,23,Cotton
149,39,378,7.61,0.85,0.4,3.78,0.21,2.61,10.68,0.5,13,Rice
219,163,208,5.62,0.74,0.37,0.67,2.48,7.83,0.6,0.5,12,Rice
113,63,136,7.65,0.42,0.38,7.6,0.894,10.395,17.84,0.496,242,Rice
63,11,507,7.71,0.12,0.45,4.2,0.21,9.454,4.468,0.496,174,Cotton
72,31,606,7.66,0.27,0.32,6.08,0.66,13.75,6.03,0.496,108,Rice
13,77,143,7.43,0.94,0.59,5.32,0.698,7.332,19.72,0.496,80,Cotton
113,30,219,7.42,0.25,0.44,2.66,0.806,19.5,20.14,0.496,54,Rice
42,26,502,7.66,0.56,0.75,6.19,0.16,3.04,2.348,0.496,46,Cotton
9,19,578,8.98,0.19,0.27,8.74,0.504,7.718,1.714,0.494,110,Cotton
100,85,466,7.99,0.16,0.24,4.56,1.4,15.34,1.58,0.494,64,Rice
110,33,367,7.71,0.12,0.44,0.92,0.856,18.97,21.22,0.494,22,Rice
249,18,541,8.16,0.46,0.39,3.79,0.42,5.936,7.96,0.49,51,Jawar
253,31,540,8.51,0.3,0.47,5.4,0.68,6.01,6.76,0.49,50,Rice
193,50,444,7.54,0.32,0.34,2.16,1.69,1.96,8.24,0.49,48,Rice
100,26,162,7.76,0.1,0.27,1.08,1.638,16.17,3.26,0.49,48,Rice
176,42,438,8.13,0.5,0.75,5.13,0.86,7.32,7.36,0.49,42,Rice
198,46,648,7.34,0.14,0.26,5.67,1.12,1.12,8.91,0.49,32,Rice
258,39,420,7.86,0.78,0.29,4.86,0.95,2.57,5.19,0.49,29,Rice
162,61,576,8.45,0.2,0.62,4.86,0.59,5.28,3.79,0.49,27,Rice
213,22,396,7.33,0.57,0.19,1.08,0.45,3.95,9.71,0.49,24,Rice
280,54,564,8.67,0.97,0.44,2.977,0.46,1.68,3.65,0.49,24,Rice
242,39,326,8.58,0.47,0.48,4.32,0.26,7.47,13.09,0.49,19,Rice
216,48,444,8.76,0.92,0.61,2.97,0.37,1.68,8.36,0.49,19,Rice
162,44,564,8.13,0.27,0.48,2.97,0.93,2.86,3.014,0.49,19,Rice
182,13,348,7.85,0.8,0.32,1.58,0.29,11.9,31.3,0.49,18,Jawar
136,18,510,8.4,0.29,0.4,4.26,0.44,1.21,6.26,0.49,13,Jawar
240,20,402,8.56,0.17,0.67,3.24,0.28,6.85,5.64,0.49,13,Rice
191,20,168,9.08,0.19,0.47,2.16,0.72,3.07,3.69,0.49,12,Rice
201,33,306,7.32,0.19,0.5,0.86,1.54,0.87,13.28,0.49,5,Rice
186,20,290,7.51,0.29,0.4,2.97,0.18,2.52,10.72,0.489,56,Rice
241,31,390,8.56,0.21,0.25,5.94,0.26,2.56,10.35,0.489,56,Rice
186,31,420,8.56,0.42,0.23,5.13,0.26,2.54,5.82,0.489,45,Rice
186,13,390,7.42,0.29,0.25,2.97,0.21,2.54,10.34,0.489,27,Jawar
167,18,420,7.8,0.29,0.25,5.94,0.26,1.87,10.34,0.489,16,Jawar
163,35,594,7.99,0.14,0.43,5.13,1.21,7.92,6.18,0.489,13,Rice
163,35,102,7.37,0.86,0.87,1.9,1.23,9.506,4.268,0.48,174,Rice
125,8,74,7.2,0.56,0.6,3.04,1.892,26.4,13.42,0.48,68,Jawar
162,24,522,7.89,0.26,0.29,4.32,0.62,3.84,9.86,0.48,61,Rice
275,20,492,7.27,0.32,0.13,2.16,0.87,10.26,16.16,0.48,58,Rice
221,15,324,8.14,0.3,0.54,1.62,0.2,7.17,5.17,0.48,53,Jawar
252,46,570,8.36,0.66,0.49,2.16,1.89,0.63,2.35,0.48,45,Rice
158,39,510,8.53,1,0.21,3.24,0.63,3.42,11.64,0.48,37,Rice
229,53,475,8.63,0.44,0.24,3.24,1.55,3.41,5.68,0.48,35,Rice
164,35,528,7.89,0.68,0.22,6.75,0.29,3.61,4.98,0.48,34,Cotton
211,26,622,8.2,0.96,0.25,7.56,0.48,2.36,9.27,0.48,32,Jawar
218,61,372,7.98,0.15,0.57,3.78,1.81,3.62,11.64,0.48,29,Jawar
98,22,442,7.53,0.28,0.42,0.74,2.47,3.94,7.22,0.48,29,Cotton
183,18,407,7.63,0.38,0.4,0.6,2.09,18.63,6.7,0.48,19,Cotton
132,36,490,7.63,0.52,0.5,0.89,1.94,9.04,0.84,0.48,14,Jawar
183,34,444,8.22,0.18,0.63,4.59,0.3,3.41,3.9,0.48,11,Jawar
69,178,192,7.85,0.34,0.7,0.93,0.64,2.36,9.9,0.48,10,Jawar
99,8,417,7.63,0.32,0.54,5.7,0.869,6.768,7.076,0.48,8,Cotton
151,30,308,7.69,0.32,0.42,1.9,0.724,11.28,19.28,0.48,3,Cotton
63,4,312,7.68,0.25,0.57,10.5,4.18,13,0.376,0.48,1.88,Jawar
115,35,236,8.21,0.35,0.57,1.05,0.896,4.123,9.325,0.478,65,Cotton
138,49,54,8.25,0.16,0.27,1.35,0.278,2.238,5.43,0.476,91,Jawar
188,23,476,8.12,0.12,0.36,2.28,0.758,7.686,3.888,0.476,87,Cotton
50,74,189,8.28,0.17,0.09,2.66,0.43,7.824,2.204,0.476,51,Jawar
56.4,66,118,8.53,0.14,0.14,1.93,2.094,23.24,8.336,0.472,244,Cotton
216,55,469,8.29,0.51,0.81,4.58,0.94,9.65,2.64,0.472,46,Cotton
194,46,606,8.21,0.33,0.26,9.72,1.15,23.36,5.02,0.47,64,Cotton
28,278,224,7.46,0.11,0.68,0.86,0.27,2.23,2.23984,0.47,64,Cotton
167,50,618,7.03,0.35,0.24,4.32,0.84,1.82,6.94,0.47,50,Cotton
167,50,618,8.1,0.24,0.24,4.32,0.84,1.82,6.94,0.47,50,Cotton
172,234,32,7.14,0.15,0.73,0.54,0.43,3.15,8.69,0.47,46,Cotton
138,4,483,8.31,0.25,0.42,13.3,0.746,8.878,0.95,0.47,42,Cotton
197,33,306,8.25,0.75,0.85,3.51,0.72,6.05,16.21,0.47,32,Rice
193,26,576,8.65,0.29,0.35,1.35,0.37,3.69,6.25,0.47,32,Rice
78,200,248,7.72,0.24,0.54,0.43,0.83,2.23,5.95,0.47,30,Rice
100,12,655,7.21,0.27,0.3,8.74,0.998,5.066,1.414,0.47,30,Jawar
281,54,456,7.32,0.21,0.55,0.57,1.64,4.33,13.97,0.47,24,Rice
183,20,528,6.56,0.27,0.25,1.89,7.41,1.83,1.64,0.47,16,Rice
218,81,306,7.52,0.46,0.33,0.63,0.37,2.3,9.36,0.47,13,Rice
186,28,498,8.11,0.91,0.22,6.48,0.65,2.41,4.28,0.47,11,Rice
116,29,456,8.09,0.46,0.29,2.1,0.56,0.46,16.7,0.468,33,Rice
351,17.05,203.9,7.89,0.75,0.15,1.36,1.57,11.52,10.27,0.468,30,Jawar
75,76,716,7.1,0.39,0.14,6.46,0.668,15.15,7.034,0.464,34,Rice
129,40,612,7.42,0.7,0.46,0.63,0.42,7.074,21.08,0.464,19,Rice
135,76,279,7.41,0.1,0.98,0.53,0.724,18.63,11.43,0.464,19,Rice
50,4,707,7.26,0.41,0.17,1.14,1.076,6.976,4.932,0.462,98,Cotton
9,69,392,8.56,0.13,0.6,1.09,0.48,3.82,5.28,0.46,91,Cotton
84,78,304,8.58,0.148,0.7,1.47,0.65,4.37,5.58,0.46,71,Rice
138,69,208,8.66,0.19,0.7,0.8,1.06,8.14,7.15,0.46,70,Rice
50,112,434,7.29,0.42,0.57,10.64,1.238,12.18,34.78,0.46,68,Cotton
165,44,342,8.31,0.9,0.36,7.02,0.61,1.62,6.28,0.46,64,Rice
116,25,456,7.35,0.34,0.32,0.59,1.71,6.11,19.1,0.46,62,Rice
189,22,582,7.43,0.41,0.72,5.4,0.91,3.23,9.81,0.46,58,Rice
121,54,408,8.16,0.17,0.72,2,0.42,2.25,19.11,0.46,52,Rice
166,15,582,7.58,0.29,0.49,1.085,0.59,6.25,14.13,0.46,32,Jawar
75,20,169,8.1,0.13,0.24,0.39,0.75,4.84,2.93,0.46,32,Rice
182,36,576,7.58,0.44,0.79,1.24,0.34,0.63,10.24,0.46,28,Rice
152,64,528,7.93,0.17,0.63,2.43,0.92,1.24,12.67,0.46,24,Rice
248,37,714,8.1,0.27,0.56,1.35,1.19,4.84,25.06,0.46,21,Rice
181,36,504,7.66,0.27,0.52,0.63,0.71,0.44,6.33,0.46,21,Rice
168,28,516,8.2,1.08,1.06,5.94,0.45,2.75,7.66,0.46,19,Rice
184,18,592,8.11,0.29,0.34,0.86,0.85,0.47,6.16,0.46,19,Jawar
181,51,333,8.11,0.24,0.41,0.76,0.96,2.49,14.46,0.46,14,Cotton
50,44,34,7.69,0.07,0.14,1.35,1.912,10.82,4.43,0.456,26,Cotton
75,106,115,7.19,0.11,0.75,2.97,1.912,10.82,4.43,0.456,9,Cotton
25,7,63,8.03,0.34,0.41,5.6,0.292,13.08,17.39,0.454,54,Cotton
266,66,280,6.54,0.33,0.44,0.26,0.18,2.106,11.4,0.452,18,Cotton
103,25,83,7.41,0.14,0.73,0.99,1.85,2.84,9.942,0.452,10,Jawar
216,13,216,8.36,0.19,0.44,0.96,0.5,1.37,4.9,0.45,96,Jawar
156,113,128,7.61,0.19,0.38,0.64,0.36,1.5,3.84,0.45,80,Cotton
75,12,203,7.39,0.74,0.36,3.42,1.552,22.86,16.17,0.45,72,Cotton
122,63,136,6.61,0.68,0.89,0.54,0.31,1.81,10.04,0.45,72,Cotton
112,38,376,8,0.55,0.34,0.39,0.99,7.09,2.73,0.45,62,Jawar
169,53,432,8.21,0.17,0.32,1.35,0.29,3.61,9.38,0.45,61,Cotton
196,59,444,8.24,0.39,0.51,7.29,0.37,5.75,7.59,0.45,37,Cotton
62,9,104,6.07,0.31,0.18,0.9,1.05,2.1,3.09,0.45,31,Cotton
214,18,402,7.38,0.19,0.64,4.05,0.63,1.21,25.06,0.45,27,Jawar
180,72,456,8.66,0.32,0.6,0.63,0.52,3.63,7.21,0.45,27,Cotton
184,45,378,7.49,0.45,0.59,0.63,0.47,3.45,9.32,0.45,22,Cotton
163,275,40,7.87,0.14,0.74,0.93,0.21,3.42,9.82,0.45,21,Cotton
100,29,265,7.81,0.07,0.29,0.86,0.08,0.142,13.57,0.45,19,Cotton
100,105,265,8.09,0.05,0.29,1.43,0.08,0.11,13.57,0.45,19,Cotton
242,33,650,8.74,0.71,0.25,6.75,0.32,3.18,8.52,0.45,19,Jawar
125,25,265,8.09,0.07,0.29,1.43,0.11,0.43,4.61,0.45,19,Jawar
154,105,265,8.09,0.12,0.29,0.86,0.08,0.11,4.61,0.45,19,Cotton
200,25,232,8.3,0.43,0.77,0.86,0.5,4.74,9.89,0.45,18,Jawar
131,44,551,7.36,0.8,0.47,0.82,0.34,11.73,19.33,0.45,16,Cotton
125,84,360,8.3,0.2,0.94,0.8,0.39,5.47,11.15,0.45,16,Cotton
72,153,48,7.69,0.29,0.82,0.93,0.29,0.96,6.12,0.45,16,Cotton
201,33,546,7.59,0.57,0.81,6.21,1.21,1.39,3.06,0.45,9,Jawar
138,134,231,8.25,0.56,0.38,6.84,4.184,4.184,6.178,0.448,68,Cotton
76,35,572,7.66,0.52,0.43,6.64,0.632,5.138,2.306,0.448,53,Cotton
100,6,602,8.46,0.23,0.2,0.559,0.664,7.15,3.522,0.446,128,Cotton
63,4,420,8.3,0.21,0.36,3.42,0.774,2.184,15.93,0.442,72,Cotton
63,27,159,7.81,0.3,0.86,3.42,0.94,3.11,10.31,0.442,57,Cotton
136,33,428,8.4,0.45,0.39,0.86,2.95,1.03,10.3,0.44,43,Jawar
208,24,426,7.8,0.79,0.56,3.24,0.49,5.16,2.19,0.44,40,Jawar
175,18,632,7.75,0.38,0.39,1.35,0.17,5.94,9.34,0.44,37,Jawar
163,53,522,7.4,0.55,0.72,3.24,0.52,3.72,11.73,0.44,34,Cotton
236,42,558,7.59,0.94,0.29,3.51,0.46,4.67,2.97,0.44,34,Cotton
176,55,474,8.18,0.5,0.64,7.02,0.2,3.96,9.34,0.44,32,Cotton
172,27,438,7.77,0.23,0.63,2.2,0.74,4.01,6.33,0.44,24,Rice
188,18,360,7.72,0.44,0.2,1.58,0.59,1.39,2.87,0.44,20,Jawar
186,23,588,7.33,0.09,0.32,1.58,0.58,4.13,10.32,0.44,19,Rice
174,49,206,8.17,0.18,0.23,0.63,0.2,4.37,8.94,0.44,18,Rice
138,51,157,7.8,0.93,0.82,0.77,0.4,2.09,8.02,0.44,18,Rice
179,36,300,8.34,0.36,0.23,2.2,0.76,2.88,2.09,0.44,17,Rice
141,51,388,7.23,0.51,0.6,0.86,0.67,9.76,14.06,0.44,14,Rice
63,4,536,7.31,0.28,0.21,5.32,1.254,6.418,4.606,0.438,159,Cotton
113,12,462,7.31,0.23,0.36,4.94,1.868,28.6,16.58,0.438,72,Jawar
138,32,712,7.38,0.19,0.24,3.42,0.315,7.716,8.139,0.437,45,Rice
112,23,770,8.02,0.36,0.59,14.44,0.124,4.206,3.018,0.436,106,Rice
100,31,431,7.67,0.65,0.53,5.7,0.302,14.83,6.258,0.436,42,Rice
88,23,536,7.79,0.22,0.38,4.18,0.346,9.4,11.45,0.434,113,Rice
63,22,63,7.58,0.32,0.41,1.75,0.488,14.19,17.31,0.434,48,Cotton
46,74,296,7.46,0.99,0.77,3.8,0.512,4.438,2.182,0.432,63,Cotton
200,125,168,6.73,1.6,0.71,0.8,0.12,3.82,4.41,0.43,88,Rice
217,28,552,8.41,1.07,0.69,2.97,0.25,2.86,7.52,0.43,56,Rice
192,64,594,7.69,0.1,0.49,1.62,1.29,6.23,8.59,0.43,50,Rice
70,140,73,7.89,0.21,0.53,13.68,2.884,6.71,3.83,0.43,41,Cotton
146,55,422,7.98,0.53,0.68,2.97,0.36,4.34,8.72,0.43,34,Rice
103,175,312,7.41,0.11,0.74,0.99,0.17,3.89,4.17,0.43,30,Rice
180,36,360,7.25,0.05,0.38,1.86,0.94,8.74,13.13,0.43,29,Rice
249,28,684,8.31,0.35,0.86,6.21,0.24,5.61,0.6,0.43,29,Rice
145,50,600,7.39,0.49,0.26,1.72,0.94,1.54,27.84,0.43,21,Rice
194,27,132,7.85,0.46,0.29,0.63,0.15,6.07,5.91,0.43,15,Rice
250,197,136,8.5,0.79,0.59,0.93,0.87,5.39,4.29,0.43,9,Rice
100,42,588,6.35,0.25,0.33,5.32,1.682,12.71,25.98,0.428,140,Rice
63,77,553,7.38,0.26,0.33,5.7,1.194,7.346,33.92,0.428,79,Cotton
43,7,253,7.53,0.27,0.75,13.1,0.137,7.08,8.076,0.425,17,Cotton
125,23,452,7.93,0.28,0.32,4.94,0.986,7.552,0.818,0.424,272,Rice
38,4,476,8.06,0.17,0.18,13.3,0.734,7.552,3.008,0.424,53,Cotton
13,31,431,8.11,0.22,0.36,12.54,0.596,8.216,14.55,0.424,34,Cotton
176,9,534,8.03,0.24,0.27,1.2,1.226,3.374,7.938,0.422,11,Jawar
88,99,41,8.32,0.35,0.62,2.43,0.464,3.1,0.524,0.421,53,Cotton
220,42,510,7.36,0.4,0.32,0.86,2.18,5.13,15.09,0.42,72,Rice
165,59,420,7.48,0.42,0.23,2.97,0.21,2.54,10.34,0.42,56,Rice
168,35,551,8.86,0.75,0.65,2.44,0.28,5.62,10.54,0.42,48,Rice
236,50,492,8.51,0.42,0.94,4.32,0.36,4.28,4.8,0.42,40,Rice
217,50,492,7.99,0.38,0.75,4.32,0.36,4.28,4.8,0.42,40,Rice
191,94,401,7.26,0.06,0.76,1.14,0.96,8.74,7.42,0.42,38,Rice
220,42,546,8.09,0.28,0.51,7.02,0.17,4.68,11.3,0.42,37,Rice
63,31,112,6.36,0.12,0.08,3.8,2.266,2.422,6.794,0.42,30,Cotton
165,18,420,8.56,0.21,0.23,5.13,0.21,2.54,10.35,0.42,27,Jawar
159,48,492,7.8,0.48,0.71,7.02,0.91,3.71,8.63,0.42,24,Rice
202,18,483,7.6,0.43,0.36,0.8,2.55,3.31,3.46,0.42,24,Jawar
183,40,660,7.6,0.24,0.45,0.6,2.24,2.75,1.2,0.42,24,Rice
128,231,96,7.94,0.15,0.79,0.46,0.25,6.37,8.37,0.42,21,Cotton
98,22,619,7,0.23,0.4,0.69,2.01,2.97,0.94,0.42,19,Rice
183,54,378,7.68,0.62,0.28,1.89,0.55,1.54,2.63,0.42,18,Rice
167,42,594,7.48,0.45,0.21,4.05,0.52,4.687,11.56,0.42,13,Rice
271,57,372,7.68,0.73,0.34,1.62,1.04,3.64,7.53,0.42,13,Rice
28,27,494,7.52,0.24,0.33,7.6,1.88,25.54,16.63,0.418,34,Cotton
39,42,416,7.92,0.77,0.86,3.43,0.12,10.03,2.264,0.418,24,Cotton
22,33,115,8.3,0.1,0.22,0.2,9.3,0.412,7.32,0.414,55,Cotton
63,45,157,6.95,0.08,0.23,0.99,0.56,2.47,6.43,0.41,134,Cotton
192,18,402,7.85,0.69,0.62,2.7,0.37,3.82,6.64,0.41,61,Jawar
209,57,612,6.59,0.17,0.18,2.43,5.64,3.38,2.2,0.41,53,Rice
189,46,612,8.26,0.23,0.24,5.67,0.99,7.5,3.5,0.41,48,Rice
217,61,660,8.23,0.31,0.27,6.75,1.28,6.42,4.02,0.41,40,Rice
187,38,556,7.96,0.46,0.48,4.06,0.66,5.62,2.29,0.41,40,Rice
256,64,516,8.31,0.33,0.37,2.97,0.36,6.96,6.5,0.41,36,Rice
194,39,432,7.01,0.76,0.89,3.51,0.18,2.26,17.65,0.41,32,Rice
146,44,312,8.75,0.15,0.36,4.05,0.56,6.28,8.18,0.41,32,Rice
290,40,394,7.26,0.2,0.29,1.72,1.6,0.11,11.53,0.41,29,Rice
97,11,401,7.36,0.06,0.32,1.14,0.31,7.25,5.2,0.41,29,Jawar
211,63,534,7.89,0.63,0.39,2.2,0.31,1.52,5.41,0.41,22,Rice
50,139,266,7.53,0.65,0.36,12.16,0.366,5.81,4.084,0.41,19,Cotton
181,36,342,7.73,0.18,0.34,1.26,0.25,2.94,9.38,0.41,18,Rice
50,31,431,7.9,0.29,0.21,2.66,0.178,3.03,14.08,0.402,79,Cotton
75,42,396,7.3,0.11,0.18,3,0.824,5.138,9.582,0.402,42,Rice
254,38,224,6.6,0.08,1.5,1.53,3.526,15.92,5.284,0.402,15,Rice
100,31,431,7.89,0.89,0.83,3.42,0.528,13.33,2.702,0.402,15,Rice
38,23,550,8,0.17,0.24,6.49,1.548,4.734,2.908,0.4,113,Cotton
154,69,279,7.62,0.12,0.28,1.43,0.08,0.43,0.98,0.4,76,Rice
154,69,279,7.62,0.12,0.28,1.43,0.2,0.11,0.98,0.4,76,Rice
87,116,272,8.56,0.2,0.74,0.93,0.25,3.15,4.96,0.4,59,Rice
38,12,326,8.2,0.18,0.27,7.98,0.31,6.89,4.202,0.4,38,Cotton
125,29,265,8.09,0.07,0.59,0.86,0.11,0.142,4.61,0.4,24,Rice
125,25,279,8.09,0.08,0.29,0.86,0.08,0.43,4.61,0.4,19,Rice
154,69,265,8.09,0.07,0.32,1.13,0.08,0.11,4.61,0.4,19,Rice
125,25,320,8.09,0.07,0.29,1.43,0.08,0.43,4.61,0.4,18,Rice
290,62,381,7.06,0.81,0.42,2,0.91,8.6,7.89,0.4,10,Rice
151,12,518,7.42,1.92,0.33,4.94,1.85,23.26,16.53,0.396,98,Jawar
50,120,39,7.46,0.73,0.24,3.42,0.97,23.36,16.58,0.396,68,Cotton
151,35,308,7.31,0.6,0.34,9.88,1.868,21.98,18.5,0.396,42,Rice
129,62,215,7.12,0.09,0.56,0.81,0.35,3.62,2.59,0.39,125,Rice
263,24,492,8.3,0.27,0.55,1.89,0.43,3.86,9.5,0.39,61,Rice
155,18,492,9.09,0.21,0.29,8.1,0.18,5.19,2.54,0.39,61,Jawar
228,22,618,8.43,0.12,0.37,1.62,0.92,3.3,4.91,0.39,58,Rice
239,63,648,8.6,0.15,0.74,5.4,0.45,3.14,3.41,0.39,58,Rice
265,44,438,7.68,0.09,0.72,2.97,0.56,4.16,6.61,0.39,56,Rice
159,37,498,7.5,0.24,0.94,5.13,1.63,5.31,1.92,0.39,53,Rice
216,38,436,8.34,0.53,0.76,5.14,0.71,3.49,8.64,0.39,52,Rice
166,48,486,7.14,0.14,0.79,4.32,0.45,4.94,8.92,0.39,50,Rice
210,35,546,8.78,0.94,0.17,3.78,0.39,2.91,3.21,0.39,50,Rice
143,31,636,8.5,0.16,0.48,3.51,0.66,3.82,7.71,0.39,48,Rice
238,57,618,8.25,1.14,0.39,4.32,0.27,2.19,7.33,0.39,45,Rice
185,58,240,7.47,0.11,0.73,0.94,0.96,1.52,2.48,0.39,42,Rice
166,46,486,7.14,0.44,0.61,4.32,0.45,4.94,8.92,0.39,40,Rice
278,57,594,8.05,0.24,0.723,0.81,0.48,7.34,10.79,0.39,37,Rice
154,24,294,8.54,0.26,0.31,4.59,0.34,2.68,8.74,0.39,37,Rice
193,20,486,7.33,0.38,0.26,7.02,0.42,4.18,8.16,0.39,37,Rice
278,68,216,7.65,0.16,0.42,4.15,0.46,4.27,3.18,0.39,34,Rice
189,64,392,7.82,0.3,0.37,1.89,0.92,6.25,3.84,0.39,32,Rice
109,138,176,8.85,0.36,0.71,0.96,0.78,6.62,2.89,0.39,30,Rice
204,35,618,8.41,0.26,0.34,6.21,1.45,1.45,6.95,0.39,27,Rice
98,33,381,7.69,0.41,0.46,0.69,2.47,10.35,1.47,0.39,24,Rice
205,47,422,7.25,0.71,0.37,1.72,0.7,8.93,8.84,0.39,19,Rice
127,60,104,8.3,0.4,0.49,1.32,0.17,0.56,1.13,0.39,16,Rice
105,29,612,7.67,0.11,0.32,0.86,0.848,10.95,23.82,0.388,16,Rice
100,79,510,8.79,0.38,0.1,0.5,0.884,2.296,4.342,0.388,6,Rice
88,23,433,6.83,0.45,0.4,0.7,0.788,4.632,2.392,0.386,73,Rice
100,72,602,8.16,0.18,0.42,6.08,0.532,10.49,8.08,0.386,34,Rice
116,18,117,7.69,0.31,0.4,0.28,0.576,0.142,16.77,0.382,38,Jawar
188,12,91,7.45,0.36,0.38,10.26,1.248,9.264,27.88,0.38,72,Jawar
129,51,313,8.16,0.34,0.41,0.91,1.26,0.64,12.85,0.38,48,Rice
200,31,408,7.05,0.29,0.19,2.43,1.53,3.38,2.39,0.38,45,Rice
136,22,340,7.45,0.47,0.33,0.72,1.26,0.92,12.5,0.38,38,Rice
168,18,498,7.62,0.31,0.64,1.08,0.68,4.25,23.58,0.38,37,Jawar
198,28,331,8.81,0.29,0.46,1.87,0.68,6.89,2.99,0.38,36,Rice
176,37,450,7.48,0.18,0.36,6.75,0.62,4.25,16.25,0.38,29,Rice
168,13,508,8.41,0.46,0.58,5.16,0.56,3.66,11.68,0.38,26,Jawar
196,29,564,8.12,0.18,0.26,6.92,0.92,4.86,7.12,0.38,24,Rice
145,18,442,7.36,0.56,0.41,0.68,1.75,0.51,14.42,0.38,19,Jawar
172,22,592,8.19,0.79,0.42,0.84,1.52,4.75,10.61,0.38,19,Rice
200,147,248,7.64,0.39,0.82,1.18,1.03,4.03,9.02,0.38,18,Rice
164,59,630,7.18,0.38,0.45,2.16,0.4,3.81,11.61,0.38,14,Rice
149,21,581,8.38,0.28,0.59,5.68,0.71,3.66,9.07,0.38,11,Rice
181,291,54,6.5,0.24,0.41,1.02,1.172,3.916,4.406,0.378,135,Cotton
28,23,532,8.45,0.19,0.24,8.74,0.332,6.392,9.146,0.376,272,Cotton
88,23,441,7.16,0.19,0.54,10.64,1.456,4.568,1.946,0.376,257,Rice
125,27,678,8.07,0.47,0.54,2.66,0.484,6.236,10.52,0.372,79,Rice
161,26,474,8.11,0.19,0.41,7.83,0.32,3.57,2.67,0.37,77,Rice
213,33,360,7.47,0.54,0.41,8.91,0.54,2.61,7.3,0.37,58,Rice
189,42,498,7.54,0.21,0.73,2.16,0.58,4.37,11.69,0.37,50,Rice
194,57,384,8.37,0.84,0.24,6.21,0.27,5.23,5.74,0.37,45,Rice
189,2,396,7.51,0.17,0.25,6.48,0.61,3.91,10.86,0.37,40,Jawar
236,71,612,7.11,0.38,0.69,4.05,0.71,1.21,1.83,0.37,37,Rice
240,31,426,7.8,0.28,0.25,7.62,0.39,4.61,11.5,0.37,29,Rice
168,33,384,8.26,1.06,0.84,5.94,0.58,2.15,5.36,0.37,29,Rice
184,13,306,8.65,0.83,0.37,4.32,0.48,5.18,2.97,0.37,27,Jawar
116,2.9,17,7.45,0.17,0.31,0.59,2.092,1.52,13.5,0.37,19,Jawar
158,18,636,7.65,0.49,0.75,5.13,0.59,2.64,8.96,0.37,19,Jawar
125,31,480,8.12,0.44,0.56,5.7,0.734,22.72,7.07,0.364,38,Rice
113,99,79,7.24,0.13,0.3,0.38,0.298,6.432,4.804,0.364,9,Cotton
88,54,147,7.45,0.53,0.36,13.3,1.204,12.85,24.28,0.362,57,Rice
63,23,588,7.38,0.4,0.33,13.3,1.26,6.194,10.65,0.362,38,Cotton
166,44,272,6.12,0.14,0.6,0.45,1.96,4.3,11.15,0.36,89,Rice
75,12,497,7.86,0.12,0.36,6.84,0.534,12.43,11.41,0.36,83,Jawar
